r0,r1,99H,100L,99to100,200H,201L,200to201,201H,202L,201to202,296H,297L,296to297,297H,298L,297to298,299H,300L,299to300,
0.4,0.45,0.123027198965,0.123652880737,0.00507281960283,0.174104297246,0.17432042942,0.00124062477217,0.174627512695,0.17470462494,0.000441483829555,0.222698512082,0.222748423362,0.000224095291958,0.22293855041,0.223152018486,0.000957061592426,0.223671036987,0.223705524477,0.000154176562796,
0.45,0.0,0.129359029406,0.129228164112,0,0.178432799012,0.205129033413,0.139201725221,0.205429854238,0.205750178034,0.00155807077509,0.235809211526,0.235788767728,0,0.236085731546,0.235999907584,0,0.236597367414,0.236467941015,0,
0.45,0.05,0.129212555174,0.129073725099,0,0.17834074337,0.204549912303,0.136901585585,0.204795937761,0.20527542006,0.00233853103777,0.235468791673,0.235465992332,0,0.235784992169,0.235618061914,0,0.236254882636,0.236126539909,0,
0.45,0.1,0.128739054961,0.128608479736,0,0.178066989522,0.202202650736,0.126939722022,0.202295420199,0.203351162672,0.00520523291758,0.234372417932,0.234087642906,0,0.234575420536,0.234425234804,0,0.235089190558,0.234933044694,0,
0.45,0.15,0.127902802954,0.127861222478,0,0.1776423864,0.196601712216,0.101320640116,0.196648331892,0.198847391072,0.0111205206673,0.23226119927,0.231827207628,0,0.232458634238,0.232258924582,0,0.232927067111,0.232806158691,0,
0.45,0.2,0.126736532319,0.1267233647,0,0.177062540528,0.187977361688,0.05980070175,0.188007687166,0.191531304546,0.0185678808077,0.229018717479,0.229141772135,0.000537168348583,0.229418707236,0.229329836179,0,0.229890173754,0.229936314638,0.00020068823591,
0.45,0.25,0.125282157333,0.125380924688,0.000788048678248,0.176026899763,0.179073918985,0.0171614316936,0.179132983706,0.183649177916,0.0248975538908,0.225983555924,0.225869275519,0,0.226121784085,0.226258747851,0.000605524579352,0.226894464224,0.226762523112,0,
0.45,0.3,0.123477269733,0.123749912379,0.00220560411884,0.174015570575,0.175424049,0.00806135507692,0.175585859296,0.177436022335,0.0104818603912,0.22271297604,0.222620782953,0,0.222984528116,0.22289192311,0,0.223602400951,0.223545641565,0,
0.45,0.35,0.121542532576,0.121911207324,0.00302870473983,0.172088134229,0.172690102118,0.00349191350005,0.172933025635,0.17343269407,0.00288520720315,0.219308873914,0.219301851776,0,0.21965485958,0.219661261083,2.91430369018e-05,0.220128167993,0.220228605339,0.000456163511115,
0.45,0.4,0.119530773443,0.11999914504,0.00391075653637,0.169587069692,0.169738685882,0.000893632075723,0.169877566185,0.170016045846,0.000814841213129,0.215606654364,0.215335001053,0,0.215765534545,0.215768996979,1.60470788318e-05,0.216305210554,0.216235526298,0,
0.45,0.45,0.117510126858,0.118060499802,0.00467267886284,0.167062340342,0.167351455141,0.00172908416372,0.167609371186,0.167660789758,0.000306729184137,0.211017001941,0.211000744729,0,0.211227026229,0.211288045444,0.000288838051762,0.211706456944,0.21199414267,0.00135796704469,
0.45,0.5,0.115497984142,0.116074330312,0.00497767768263,0.164833197421,0.164856145035,0.000139207493036,0.165237582578,0.165370560694,0.000804445498588,0.206074322686,0.206125087792,0.000246313338567,0.206403004525,0.206435472578,0.000157291793952,0.20686577122,0.206919225157,0.000258365755753,
0.5,0.05,0.12094755538,0.120787983109,0,0.17112794832,0.183918679429,0.0720509933594,0.184284024303,0.184770564176,0.00263668242377,0.2154481651,0.215442766073,0,0.215608087482,0.215644744424,0.000170002096107,0.216258032233,0.216148683397,0,
0.5,0.15,0.120057423192,0.119952448216,0,0.170593495448,0.179795217642,0.0525229372454,0.179928937412,0.181667920967,0.00961835543775,0.213567465511,0.213198428235,0,0.213663790091,0.213616945304,0,0.214320068226,0.214335117635,7.02168518493e-05,
0.5,0.25,0.118309469881,0.118146113748,0,0.168435667148,0.170131728383,0.0100190464717,0.17033967553,0.173169770277,0.0164775366786,0.209519970684,0.209291680168,0,0.209786833006,0.209613101052,0,0.210300668576,0.210316515467,7.5350657682e-05,
0.5,0.35,0.115597098827,0.115796681828,0.00172505069425,0.164936712279,0.165031240639,0.000572954795592,0.165424895015,0.165794109994,0.002229431123,0.204904931427,0.204781682053,0,0.205243760165,0.205036359672,0,0.205845738015,0.205514830642,0,
0.5,0.45,0.112565780012,0.112944040551,0.00335471456626,0.160641711102,0.160676537974,0.000216774940292,0.16123715434,0.161190171345,0,0.199476794437,0.199424315549,0,0.20002084963,0.199800438251,0,0.200506899398,0.200433145354,0,
